"usda_symbol","scientific_name","common_name","family","genus","usda_group"
"CEMOG","Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin","birchleaf mountain mahogany",,"Cercocarpus","Dicot"
"CEMOM2","Cercocarpus montanus Raf. var. macrourus (Rydb.) F.L. Martin","Klamath mountain mahogany",,"Cercocarpus","Dicot"
"CENO","Cestrum nocturnum L.","night jessamine",,"Cestrum","Dicot"
"CENTA","Centaurea L.","knapweed",,"Centaurea","Dicot"
"CENUN","Cerastium nutans Raf. var. nutans ","nodding chickweed",,"Cerastium","Dicot"
"CEOL","Ceanothus oliganthus Nutt.","hairy ceanothus",,"Ceanothus","Dicot"
"CEOVB2","Centaurea ovina Pall. ex Willd. ssp. besseriana (DC.) Dostál [excluded]",,,"Centaurea","Dicot"
"CEPA","Ceanothus palmeri Trel.","Palmer ceanothus",,"Ceanothus","Dicot"
"CEPA9","Cestrum parqui L'Hér.","Chilean jessamine",,"Cestrum","Dicot"
"CEPHA5","Cephalozia (Dumort. emend. Schiffn.) Dumort.",,,"Cephalozia","Liverwort"
"CEPL2","Ceratostigma plumbaginoides Bunge","blue leadwood",,"Ceratostigma","Dicot"
"CEPLC","Cephalozia pleniceps (Austin) Lindb. var. caroliniana R.M. Schust.",,,"Cephalozia","Liverwort"
"CEPUM","Centromadia pungens (Hook. & Arn.) Greene ssp. maritima (Greene) B.G. Baldw.","common tarweed",,"Centromadia","Dicot"
"CEPUP4","Ceratodon purpureus (Hedw.) Brid. var. purpureus ","ceratodon moss",,"Ceratodon","Moss"
"CEPUS2","Centromadia pungens (Hook. & Arn.) Greene ssp. septentrionalis (D.D. Keck) B.G. Baldw.","common tarweed",,"Centromadia","Dicot"
"CERBE","Cerbera L.",,,"Cerbera","Dicot"
"CERCI4","Cercidospora Körb.","cercidospora lichen",,"Cercidospora","Lichen"
"CESE10","Cenchrus setiger Vahl","birdwood grass",,"Cenchrus","Monocot"
"CESI9","Cercis siliquastrum L.","Judas-tree",,"Cercis","Dicot"
"CESO2","Ceanothus sorediatus Hook. & Arn.","jimbrush",,"Ceanothus","Dicot"
"CHAD5","Cheilolejeunea adnata (Kunze) Grolle",,,"Cheilolejeunea","Liverwort"
"CHADP","Chamaesyce adenoptera (Bertol.) Small ssp. pergamena (Small) Burch","southern Florida sandmat",,"Chamaesyce","Dicot"
"CHAEN5","Chaenothecopsis Vain.","chaenothecopsis lichen",,"Chaenothecopsis","Lichen"
"CHAL9","Chrysothamnus albidus (M.E. Jones ex A. Gray) Greene","whiteflower rabbitbrush",,"Chrysothamnus","Dicot"
"CHALM","Chenopodium album L. var. microphyllum Boenn.","lambsquarters",,"Chenopodium","Dicot"
"CHALM2","Chenopodium album L. var. missouriense (Aellen) I.J. Bassett & C.W. Crompton","Missouri lambsquarters",,"Chenopodium","Dicot"
"CHALS3","Chrysosplenium alternifolium L. var. sibiricum Ser. ex DC.","Iowa golden saxifrage",,"Chrysosplenium","Dicot"
"CHAMA6","Chamaelirium Willd.","chamaelirium",,"Chamaelirium","Monocot"
"CHANC","Chamerion angustifolium (L.) Holub ssp. circumvagum (Mosquin) Hoch","fireweed",,"Chamerion","Dicot"
"CHAR8","Chamaesyce articulata (Burm.) Britton","jointed sandmat",,"Chamaesyce","Dicot"
"CHARP","Charpentiera Gaudich.","papala",,"Charpentiera","Dicot"
"CHARP3","Chrysanthemum arcticum L. ssp. polare Hultén","arctic daisy",,"Chrysanthemum","Dicot"
"CHBA10","Chloris barbata Sw.","swollen fingergrass",,"Chloris","Monocot"
"CHBEB2","Chenopodium berlandieri Moq. var. berlandieri ","pitseed goosefoot",,"Chenopodium","Dicot"
"CHCA12","Chenopodium carnosulum Moq.","ridged goosefoot",,"Chenopodium","Dicot"
"CHCEA","Chamaesyce celastroides (Boiss.) Croizat & O. Deg. var. amplectens (Sherff) O. Deg. & I. Deg.","'ekoko",,"Chamaesyce","Dicot"
"CHCH","Chenopodium chenopodioides (L.) Aellen","low goosefoot",,"Chenopodium","Dicot"
"CHCI5","Chrysanthemum cinerariifolium (Trevir.) Vis.","pyrethrum",,"Chrysanthemum","Dicot"
"CHCL3","Chamaesyce clusiifolia (Hook. & Arn.) Arthur","forest sandmat",,"Chamaesyce","Dicot"
"CHCO23","Chaenothecopsis consociata (Nadv.) A.F.W. Schmidt","chaenothecopsis lichen",,"Chaenothecopsis","Lichen"
"CHDE4","Chaptalia dentata (L.) Cass.","pineland daisy",,"Chaptalia","Dicot"
"CHDE6","Chamaesyce degeneri (Sherff) Croizat & O. Deg.","beach sandmat",,"Chamaesyce","Dicot"
"CHDEP","Chamaesyce deltoidea (Engelm. ex Chapm.) Small ssp. pinetorum (Small) Herndon","wedge sandmat",,"Chamaesyce","Dicot"
"CHDI3","Chorizanthe diffusa Benth.","diffuse spineflower",,"Chorizanthe","Dicot"
"CHDO6","Chonecolea doellingeri (Nees) Grolle",,,"Chonecolea","Liverwort"
"CHDOD","Chaenactis douglasii (Hook.) Hook. & Arn. var. douglasii ","Douglas' dustymaiden",,"Chaenactis","Dicot"
"CHEIR3","Cheiridopsis N.E. Br.","cheiridopsis",,"Cheiridopsis","Dicot"
"CHEIR6","Cheirostylis Blumr",,,"Cheirostylis","Monocot"
"CHEL3","Chloris elata Desv.","tall windmill grass",,"Chloris","Monocot"
"CHFAF","Chamaecrista fasciculata (Michx.) Greene var. fasciculata ","partridge pea",,"Chamaecrista","Dicot"
"CHFO2","Chenopodium foliosum (Moench) Asch.","leafy goosefoot",,"Chenopodium","Dicot"
"CHGL2","Chelone glabra L.","white turtlehead",,"Chelone","Dicot"
"CHGLG2","Chaenactis glabriuscula DC. var. glabriuscula ","yellow pincushion",,"Chaenactis","Dicot"
"CHGOG","Chrysopsis gossypina (Michx.) Elliott ssp. gossypina ","cottony goldenaster",,"Chrysopsis","Dicot"
"CHHA2","Chamaesyce halemanui (Sherff) Croizat & O. Deg.","Kauai sandmat",,"Chamaesyce","Dicot"
"CHHE3","Chamaesyce herbstii W.L. Wagner","Herbst's sandmat",,"Chamaesyce","Dicot"
"CHHU2","Chrysothamnus humilis Greene","Truckee rabbitbrush",,"Chrysothamnus","Dicot"
"CHIC","Chrysobalanus icaco L.","coco plum",,"Chrysobalanus","Dicot"
"CHIN22","Chorisia insignis Kunth","white silk floss tree",,"Chorisia","Dicot"
"CHION2","Chionophila Benth.","snowlover",,"Chionophila","Dicot"
"CHJA","Chionophila jamesii Benth.","Rocky Mountain snowlover",,"Chionophila","Dicot"
"CHLA5","Chasmanthium latifolium (Michx.) Yates","Indian woodoats",,"Chasmanthium","Monocot"
"CHLE4","Chenopodium leptophyllum (Moq.) Nutt. ex S. Watson","narrowleaf goosefoot",,"Chenopodium","Dicot"
"CHLIL","Chrysopsis linearifolia Semple ssp. linearifolia ","narrowleaf goldenaster",,"Chrysopsis","Dicot"
"CHLOR3","Chlorogalum Kunth","soapplant",,"Chlorogalum","Monocot"
"CHMA3","Chimaphila maculata (L.) Pursh","striped prince's pine",,"Chimaphila","Dicot"
"CHME7","Chamaesyce mesembrianthemifolia (Jacq.) Dugand","coastal beach sandmat",,"Chamaesyce","Dicot"
"CHMI8","Chamaesyce missurica (Raf.) Shinners","prairie sandmat",,"Chamaesyce","Dicot"
"CHMU2","Chenopodium murale L.","nettleleaf goosefoot",,"Chenopodium","Dicot"
"CHMUM2","Chamaesyce multiformis (Gaudich. ex Hook. & Arn.) Croizat & O. Deg. var. multiformis ","variable sandmat",,"Chamaesyce","Dicot"
"CHNE2","Cheilanthes newberryi (D.C. Eaton) Domin","Newberry's lipfern",,"Cheilanthes","Fern"
"CHNIG","Chamaecrista nictitans (L.) Moench ssp. patellaria (DC. ex Collad.) Irwin & Barneby var. glabrata (Vogel) Irwin & Barneby","sensitive partridge pea",,"Chamaecrista","Dicot"
"CHNIN2","Chamaecrista nictitans (L.) Moench ssp. nictitans var. nictitans ","sensitive partridge pea",,"Chamaecrista","Dicot"
"CHNIP2","Chamaecrista nictitans (L.) Moench ssp. patellaria (DC. ex Collad.) Irwin & Barneby var. patellaria (DC. ex Collad.) Kartesz & Gandhi","sensitive partridge pea",,"Chamaecrista","Dicot"
"CHNO3","Chamaemelum nobile (L.) All.","Roman chamomile",,"Chamaemelum","Dicot"
"CHNO5","Chrysopogon nodulibarbis (Steud.) Henr.",,,"Chrysopogon","Monocot"
"CHNU9","Chamaesyce nutans (Lag.) Small","eyebane",,"Chamaesyce","Dicot"
"CHOP","Chenopodium opulifolium Schrad. ex W.D.J. Koch & Ziz","seaport goosefoot",,"Chenopodium","Dicot"
"CHOT","Chromolaena oteroi (Monachino) R.M. King & H. Rob.","Mona Island thoroughwort",,"Chromolaena","Dicot"
"CHPA30","Chamaesyce parishii (Greene) Millsp. ex Parish","Parish's sandmat",,"Chamaesyce","Dicot"
"CHPO6","Chamaesyce polygonifolia (L.) Small","seaside sandmat",,"Chamaesyce","Dicot"
"CHPOP","Chenopodium polyspermum L. var. polyspermum ","manyseed goosefoot",,"Chenopodium","Dicot"
"CHPOP6","Cheilolejeunea polyantha A. Evans var. polyantha ",,,"Cheilolejeunea","Liverwort"
"CHPU7","Chaenothecopsis pusilla (Ach.) A.F.W. Schmidt","chaenothecopsis lichen",,"Chaenothecopsis","Lichen"
"CHPU8","Chaenothecopsis pusiola (Ach.) Vain.","chaenothecopsis lichen",,"Chaenothecopsis","Lichen"
"CHPY2","Chionanthus pygmaeus Small","pygmy fringetree",,"Chionanthus","Dicot"
"CHPY6","Cheilanthes pyramidalis Fée [excluded]",,,"Cheilanthes","Fern"
"CHRA8","Chamaecytisus ratisbonensis (Schaeff.) Rothm.",,,"Chamaecytisus","Dicot"
"CHRER","Chamaesyce remyi (A. Gray ex Boiss.) Croizat & O. Deg. var. remyi ","Remy's sandmat",,"Chamaesyce","Dicot"
"CHRO","Chorizanthe robusta Parry","robust spineflower",,"Chorizanthe","Dicot"
"CHRO4","Chrysosplenium rosendahlii Packer","Rosendahl's golden saxifrage",,"Chrysosplenium","Dicot"
"CHROH","Chorizanthe robusta Parry var. hartwegii (Benth.) Reveal & R. Morgan","robust spineflower",,"Chorizanthe","Dicot"
"CHROZ","Chrozophora A. Juss.","chrozophora",,"Chrozophora","Dicot"
"CHSES2","Chamaecrista serpens (L.) Greene var. serpens ","slender sensitive pea",,"Chamaecrista","Dicot"
"CHSEW","Chamaecrista serpens (L.) Greene var. wrightii (A. Gray) Irwin & Barneby","Wright's sensitive pea",,"Chamaecrista","Dicot"
"CHSU21","Chaenomeles ×superba (Frahm) Rehder","quince",,"Chaenomeles","Dicot"
"CHTE3","Chrysosplenium tetrandrum (Lund ex Malmgr.) Th. Fr.","northern golden saxifrage",,"Chrysosplenium","Dicot"
"CHTR3","Chamaesyce trachysperma (Engelm.) Millsp.","San Pedro River sandmat",,"Chamaesyce","Dicot"
"CHTU","Chamaesyce turpinii (Boiss.) Millsp.","Turpin's sandmat",,"Chamaesyce","Dicot"
"CHUMC2","Chimaphila umbellata (L.) W.P.C. Barton ssp. cisatlantica (S.F. Blake) Hultén","pipsissewa",,"Chimaphila","Dicot"
"CHUMO2","Chimaphila umbellata (L.) W.P.C. Barton ssp. occidentalis (Rydb.) Hultén","pipsissewa",,"Chimaphila","Dicot"
"CHVA2","Chrysothamnus vaseyi (A. Gray) Greene","Vasey's rabbitbrush",,"Chrysothamnus","Dicot"
"CHVI8","Chrysothamnus viscidiflorus (Hook.) Nutt.","yellow rabbitbrush",,"Chrysothamnus","Dicot"
"CHVIL4","Chrysothamnus viscidiflorus (Hook.) Nutt. ssp. lanceolatus (Nutt.) H.M. Hall & Clem.","yellow rabbitbrush",,"Chrysothamnus","Dicot"
"CHVIV4","Chrysothamnus viscidiflorus (Hook.) Nutt. ssp. viscidiflorus var. viscidiflorus ","yellow rabbitbrush",,"Chrysothamnus","Dicot"
"CHWR2","Chrysosplenium wrightii Franch. & Savigny","Wright's golden saxifrage",,"Chrysosplenium","Dicot"
"CIAN2","Cirsium andrewsii (A. Gray) Jeps.","Franciscan thistle",,"Cirsium","Dicot"
"CIAR2","Cinna arundinacea L.","sweet woodreed",,"Cinna","Monocot"
"CIAR4","Cirsium arvense (L.) Scop.","Canada thistle",,"Cirsium","Dicot"
"CIAR8","Cinnamomum aromaticum Nees","cassia",,"Cinnamomum","Dicot"
"CIAUB","Citrus ×aurantium L. ssp. bergamia (Risso & Poit.) Wight & Arn. ex Engl.","bergamot orange",,"Citrus","Dicot"
"CIBR","Cirsium brevifolium Nutt.","Palouse thistle",,"Cirsium","Dicot"
"CICA10","Cirsium calcareum (M.E. Jones) Wooton & Standl.","Cainville thistle",,"Cirsium","Dicot"
"CICA22","Cirsium ×canalense Petr. [excluded]",,,"Cirsium","Dicot"
"CICI70","Cirriphyllum cirrosum (Schwägr.) Grout","cirriphyllum moss",,"Cirriphyllum","Moss"
"CICR","Cirsium crassicaule (Greene) Jeps.","slough thistle",,"Cirsium","Dicot"
"CIFOF","Cirsium fontinale (Greene) Jeps. var. fontinale ","fountain thistle",,"Cirsium","Dicot"
"CIGL","Cibotium glaucum (Sm.) Hook. & Arn.","hapu'u",,"Cibotium","Fern"
"CIHI","Cirsium hillii (Canby) Fernald","Hill's thistle",,"Cirsium","Dicot"
"CIHOH","Cirsium horridulum Michx. var. horridulum ","yellow thistle",,"Cirsium","Dicot"
"CIHY","Cirsium hydrophilum (Greene) Jeps.","Suisun thistle",,"Cirsium","Dicot"
"CIIN4","Circaea ×intermedia Ehrh. (pro sp.) [alpina × lutetiana]","enchanter's nightshade",,"Circaea","Dicot"
"CIINI","Cistus incanus L. ssp. incanus ","hairy rockrose",,"Cistus","Dicot"
"CILAC","Citrullus lanatus (Thunb.) Matsum. & Nakai var. citroides (L.H. Bailey) Mansf.","watermelon",,"Citrullus","Dicot"
"CILAL","Citrullus lanatus (Thunb.) Matsum. & Nakai var. lanatus ","watermelon",,"Citrullus","Dicot"
"CILI3","Citrus ×limonia Osbeck (pro sp.) [limon × reticulata]","Mandarin lime",,"Citrus","Dicot"
"CILI5","Citrus ×limon (L.) Burm. f. (pro sp.) [medica × aurantifolia]","lemon",,"Citrus","Dicot"
"CILUC","Circaea lutetiana L. ssp. canadensis (L.) Asch. & Magnus","broadleaf enchanter's nightshade",,"Circaea","Dicot"
"CIMAM","Cicuta maculata L. var. maculata ","spotted water hemlock",,"Cicuta","Dicot"
"CINA","Cirsium navajoense J.W. Moore & Frankton","Navajo thistle",,"Cirsium","Dicot"
"CINE","Cirsium neomexicanum A. Gray","New Mexico thistle",,"Cirsium","Dicot"
"CIOC2","Cirsium ochrocentrum A. Gray","yellowspine thistle",,"Cirsium","Dicot"
"CIOF","Cinchona officinalis L.","quinine",,"Cinchona","Dicot"
"CIPAP2","Cirsium parryi (A. Gray) Petr. ssp. parryi ","Parry's thistle",,"Cirsium","Dicot"
"CIQU4","Cistanthe quadripetala (S. Watson) Hershkovitz","fourpetal pussypaws",,"Cistanthe","Dicot"
"CIQU5","Cissus quadrangularis L.","veldt-grape",,"Cissus","Dicot"
"CISI3","Citrus ×sinensis (L.) Osbeck (pro sp.) [maxima × reticulata]","sweet orange",,"Citrus","Dicot"
"CISP3","Citharexylum spinosum L.","spiny fiddlewood",,"Citharexylum","Dicot"
"CIUNT","Cirsium undulatum (Nutt.) Spreng. var. tracyi (Rydb.) S.L. Welsh","Tracy's thistle",,"Cirsium","Dicot"
"CIVU","Cirsium vulgare (Savi) Ten.","bull thistle",,"Cirsium","Dicot"
"CLAC4","Cleome aculeata L.","prickly spiderflower",,"Cleome","Dicot"
"CLADI2","Cladidium Hafellner","cladidium lichen",,"Cladidium","Lichen"
"CLADO2","Cladopodiella H. Buch",,,"Cladopodiella","Liverwort"
"CLAL12","Cladonia alinii Trass",,,"Cladonia","Lichen"
"CLAMW","Clarkia amoena (Lehm.) A. Nelson & J.F. Macbr. ssp. whitneyi (A. Gray) F.H. Lewis & M.E. Lewis","Whitney's clarkia",,"Clarkia","Dicot"
"CLAP2","Cladonia apodocarpa Robbins","cup lichen",,"Cladonia","Lichen"
"CLAR","Clarkia arcuata (Kellogg) A. Nelson & J.F. Macbr.","glandular clarkia",,"Clarkia","Dicot"
"CLARA","Clermontia arborescens (H. Mann) Hillebr. ssp. arborescens ","'oha wai nui",,"Clermontia","Dicot"
"CLBAL","Clematis baldwinii Torr. & A. Gray var. latiuscula R.W. Long","pine hyacinth",,"Clematis","Dicot"
"CLBE4","Cladonia bellidiflora (Ach.) Schaerer","cup lichen",,"Cladonia","Lichen"
"CLBI2","Clematis bigelovii Torr.","Bigelow's leather flower",,"Clematis","Dicot"
"CLBO60","Cladonia boryi Tuck.","Bory's cup lichen",,"Cladonia","Lichen"
"CLBR7","Clinopodium brownei (Sw.) Kuntze","Browne's savory",,"Clinopodium","Dicot"
"CLBU2","Cladonia buckii R.C. Harris",,,"Cladonia","Lichen"
"CLCH5","Clinopodium chandleri (Brandegee) Cantino & S.J. Wagstaff","San Miguel calamint",,"Clinopodium","Dicot"
"CLCO20","Cladonia conista A. Evans",,,"Cladonia","Lichen"
"CLCO21","Cliostomum corrugatum (Ach. ex Fr.) Fr.",,,"Cliostomum","Lichen"
"CLCRC","Cladonia crispata (Ach.) Flotow var. crispata ","cup lichen",,"Cladonia","Lichen"
"CLCY4","Cladonia cylindrica (A. Evans) A. Evans","cylinder cup lichen",,"Cladonia","Lichen"
"CLDE4","Clinopodium dentatum (Chapm.) Kuntze","Florida calamint",,"Clinopodium","Dicot"
"CLDI11","Cladonia dimorpha S. Hammer","cup lichen",,"Cladonia","Lichen"
"CLEIS","Cleistes Rich. ex Lindl.","rosebud orchid",,"Cleistes","Monocot"
"CLEMA","Clematis L.","leather flower",,"Clematis","Dicot"
"CLEXE2","Claytonia exigua Torr. & A. Gray ssp. exigua ","serpentine springbeauty",,"Claytonia","Dicot"
"CLEXG2","Claytonia exigua Torr. & A. Gray ssp. glauca (Torr. & A. Gray) John M. Mill. & K.L. Chambers","serpentine springbeauty",,"Claytonia","Dicot"
"CLFR2","Clitoria fragrans Small","sweetscented pigeonwings",,"Clitoria","Dicot"
"CLFU3","Cladonia furcata (Huds.) Schrad.","cup lichen",,"Cladonia","Lichen"
"CLGE","Clinopodium georgianum Harper","Georgia calamint",,"Clinopodium","Dicot"
"CLGRE","Cladonia gracilis (L.) Willd. ssp. elongata (Jacq.) Vain.",,,"Cladonia","Lichen"
"CLHA","Cleome hassleriana Chod.","pink queen",,"Cleome","Dicot"
"CLHIH","Clematis hirsutissima Pursh var. hirsutissima ","hairy clematis",,"Clematis","Dicot"
"CLITO","Clitoria L.","pigeonwings",,"Clitoria","Dicot"
"CLJO2","Clarkia jolonensis Parnell","Jolon clarkia",,"Clarkia","Dicot"
"CLLA3","Clematis lasiantha Nutt.","pipestem clematis",,"Clematis","Dicot"
"CLMA16","Cladonia magyarica Vain.","cup lichen",,"Cladonia","Lichen"
"CLME3","Cladonia merochlorophaea Asah.","cup lichen",,"Cladonia","Lichen"
"CLMO9","Clauzadea monticola (Ach.) Hafellner & Bellem.","mountain clauzadea lichen",,"Clauzadea","Lichen"
"CLOCO","Clematis occidentalis (Hornem.) DC. var. occidentalis ","western blue virginsbower",,"Clematis","Dicot"
"CLPA10","Claytonia palustris Swanson & Kelley","Jonesville springbeauty",,"Claytonia","Dicot"
"CLPA6","Clermontia pallida Hillebr.","Wailai Pali clermontia",,"Clermontia","Dicot"
"CLPA9","Cladonia pachycladodes Vain.","cup lichen",,"Cladonia","Lichen"
"CLPAP","Claytonia parviflora Douglas ex Hook. ssp. parviflora ","streambank springbeauty",,"Claytonia","Dicot"
