"Symbol","Scientific Name","Duration","Growth Habit","Native Status","Invasive"
"PLAR6","Plantago indica L.","","","",""
"PLOV","Plantago insularis Eastw.","","","",""
"PLOV","Plantago insularis Eastw. var. fastigiata","","","",""
"PLOV","Plantago insularis Eastw. var. scariosa","","","",""
"PLMA2","Plantago intermedia Gilib.","","","",""
"PLMAJ","Plantago juncoides Lam.","","","",""
"PLMAC2","Plantago juncoides Lam. var. californica Fernald","","","",""
"PLMAJ","Plantago juncoides Lam. var. decipiens","","","",""
"PLMAJ","Plantago juncoides Lam. var. glauca","","","",""
"PLMAJ","Plantago juncoides Lam. var. laurentiana Fernald","","","",""
"PLPA4","Plantago krajinae Pilg.","","","",""
"PLLA","Plantago lanceolata L.","","","",""
"PLLA","Plantago lanceolata L. var. sphaerostachya Mert. & W.D.J. Koch","","","",""
"PLMA","Plantago macrocarpa Cham. & Schltdl.","","","",""
"PLMA2","Plantago major L.","","","",""
"PLMA2","Plantago major L. ssp. intermedia","","","",""
"PLMA2","Plantago major L. var. asiatica auct. non","","","",""
"PLMA2","Plantago major L. var. intermedia","","","",""
"PLMA2","Plantago major L. var. pachyphylla Pilg.","","","",""
"PLMA2","Plantago major L. var. pilgeri Domin","","","",""
"PLMA2","Plantago major L. var. scopulorum Fr. & Broberg","","","",""
"PLMA3","Plantago maritima L.","","","",""
"PLMAJ","Plantago maritima L. ssp. borealis","","","",""
"PLMAJ","Plantago maritima L. ssp. juncoides","","","",""
"PLMAS2","Plantago maritima L. ssp. serpentina","","","",""
"PLMAC2","Plantago maritima L. var. californica","","","",""
"PLMAJ","Plantago maritima L. var. juncoides","","","",""
"PLME","Plantago media L.","","","",""
"PLME","Plantago media L. var. monnieri","","","",""
"PLPA4","Plantago melanochrous Pilg.","","","",""
"PLOV","Plantago minima A. Cunn.","","","",""
"PLPA4","Plantago muscicola","","","",""
"PLMAJ","Plantago oliganthos Roem. & Schult.","","","",""
"PLMAJ","Plantago oliganthos Roem. & Schult. var. fallax Fernald","","","",""
"PLOV","Plantago ovata Forssk.","","","",""
"PLPA4","Plantago pachyphylla A. Gray","","","",""
"PLPA4","Plantago pachyphylla A. Gray var. maviensis A. Gray","","","",""
"PLPA4","Plantago pachyphylla A. Gray var. rotundifolia Wawra","","","",""
"PLPA2","Plantago patagonica Jacq.","","","",""
"PLAR3","Plantago patagonica Jacq. var. aristata","","","",""
"PLPA2","Plantago patagonica Jacq. var. breviscapa","","","",""
"PLER3","Plantago patagonica Jacq. var. californica Greene","","","",""
"PLPA2","Plantago patagonica Jacq. var. gnaphalioides","","","",""
"PLPA2","Plantago patagonica Jacq. var. oblonga","","","",""
"PLPA2","Plantago patagonica Jacq. var. spinulosa","","","",""
"PLPA2","Plantago picta E. Morris","","","",""
"PLPR","Plantago princeps Cham. & Schltdl.","","","",""
"PLPRL2","Plantago princeps Cham. & Schltdl. var. acaulis Wawra","","","",""
"PLPRA2","Plantago princeps Cham. & Schltdl. var. anomala Rock","","","",""
"PLPRL","Plantago princeps Cham. & Schltdl. var. denticulata Hillebr.","","","",""
"PLPRL2","Plantago princeps Cham. & Schltdl. var. elata Wawra","","","",""
"PLPRA2","Plantago princeps Cham. & Schltdl. var. hirtella A. Gray","","","",""
"PLPRL","Plantago princeps Cham. & Schltdl. var. laxiflora A. Gray","","","",""
"PLPRL2","Plantago princeps Cham. & Schltdl. var. longibracteata H. Mann","","","",""
"PLPRP","Plantago princeps Cham. & Schltdl. var. princeps","","","",""
"PLPRP","Plantago princeps Cham. & Schltdl. var. queleniana","","","",""
"PLAR6","Plantago psyllium L., nom. utique rej.","","","",""
"PLPA2","Plantago purshii Roem. & Schult.","","","",""
"PLAR9","Plantago purshii Roem. & Schult. var. argyraea","","","",""
"PLAR9","Plantago purshii Roem. & Schult. var. argyrea","","","",""
"PLPA2","Plantago purshii Roem. & Schult. var. breviscapa Shinners","","","",""
"PLPA2","Plantago purshii Roem. & Schult. var. oblonga","","","",""
"PLPA2","Plantago purshii Roem. & Schult. var. picta","","","",""
"PLPA2","Plantago purshii Roem. & Schult. var. spinulosa","","","",""
"PLPU","Plantago pusilla Nutt.","","","",""
"PLPU","Plantago pusilla Nutt. var. major Engelm.","","","",""
"PLRH","Plantago rhodosperma Decne.","","","",""
"PLRU","Plantago rugelii Decne.","","","",""
"PLRUA","Plantago rugelii Decne. var. asperula Farw.","","","",""
"PLRUR","Plantago rugelii Decne. var. rugelii","","","",""
"PLAR6","Plantago scabra Moench","","","",""
"PLCA3","Plantago septata Morris ex Rydb.","","","",""
"PLER","Plantago shastensis Greene","","","",""
"PLSP","Plantago sparsiflora Michx.","","","",""
"PLPA2","Plantago spinulosa Decne.","","","",""
"PLSU2","Plantago subnuda Pilg.","","","",""
"PLFI3","Plantago truncata Cham. ssp. firma","","","",""
"PLTW","Plantago tweedyi A. Gray","","","",""
"PLVI","Plantago virginica L.","","","",""
"PLVI","Plantago virginica L. var. viridescens Fernald","","","",""
"PLWR","Plantago wrightiana Decne.","","","",""
"PLPA2","Plantago wyomingensis Gandog.","","","",""
"PLATA2","Platanthera Rich.","","","",""
"PSST10","Platanthera albida","","","",""
"PLAQ2","Platanthera aquilonis Sheviak","","","",""
"PLAQ4","Platanthera aquilonis Ã— purpurascens [unnamed hybrid]","","","",""
"PLAQ3","Platanthera aquilonis Ã— tescamnis [unnamed hybrid]","","","",""
"PLBL","Platanthera blephariglottis","","","",""
"PLBLB","Platanthera blephariglottis","","","",""
"PLBLC","Platanthera blephariglottis","","","",""
"PLBR3","Platanthera brevifolia","","","",""
"PLCH2","Platanthera chapmanii","","","",""
"PLCH3","Platanthera chorisiana","","","",""
"PLCI2","Platanthera ciliaris","","","",""
"PLCL","Platanthera clavellata","","","",""
"PLBLC","Platanthera conspicua","","","",""
"PLME2","Platanthera convallariifolia","","","",""
"PLST4","Platanthera convallariifolia","","","",""
"PIUN3","Platanthera cooperi","","","",""
"PLCR","Platanthera cristata","","","",""
"PLDID","Platanthera dilatata","","","",""
"PLDI3","Platanthera dilatata","","","",""
"PLDIA","Platanthera dilatata","","","",""
"PLME2","Platanthera dilatata","","","",""
"PLDID","Platanthera dilatata","","","",""
"PLST4","Platanthera dilatata","","","",""
"PLDIL","Platanthera dilatata","","","",""
"PLDI4","Platanthera dilatata var. leucostachys Ã— yosemitensis [unnamed hybrid]","","","",""
"PLPS2","Platanthera fissa","","","",""
"PLPE","Platanthera fissa auct. non","","","",""
"PLFLF","Platanthera flava","","","",""
"PLFLH","Platanthera flava","","","",""
"PLFL","Platanthera flava","","","",""
"PLGR6","Platanthera gracilis Lindl.","","","",""
"PLGR2","Platanthera grandiflora","","","",""
"PLGR12","Platanthera grandiflora Ã— psycodes [unnamed hybrid]","","","",""
"PLHO4","Platanthera holochila","","","",""
"PLHO3","Platanthera hookeri","","","",""
"PLHU2","Platanthera huronensis","","","",""
"PLST4","Platanthera hyperborea","","","",""
"PLHY2","Platanthera hyperborea","","","",""
"PLHU2","Platanthera hyperborea","","","",""
"PLHY2","Platanthera hyperborea","","","",""
"PLPU7","Platanthera hyperborea","","","",""
"PLHY2","Platanthera hyperborea","","","",""
"PLGR6","Platanthera hyperborea","","","",""
"PLHU2","Platanthera hyperborea","","","",""
"PLAQ2","Platanthera hyperborea auct. non","","","",""
"PLPS2","Platanthera incisa","","","",""
"PLIN5","Platanthera integra","","","",""
"PLIN6","Platanthera integrilabia","","","",""
"PLAN","Platanthera lacera","","","",""
"PLLA2","Platanthera lacera","","","",""
"PLLE2","Platanthera leucophaea","","","",""
"PLDIL","Platanthera leucostachys Lindl.","","","",""
"PLLI3","Platanthera limosa Lindl.","","","",""
"PLMA9","Platanthera macrophylla","","","",""
"PLNI","Platanthera nivea","","","",""
"PLOBO3","Platanthera obtusata","","","",""
"PLOBO2","Platanthera obtusata","","","",""
"PLOB","Platanthera obtusata","","","",""
"PLOBO2","Platanthera oligantha Turcz.","","","",""
"PLOR4","Platanthera orbiculata","","","",""
"PLMA9","Platanthera orbiculata","","","",""
"PLCA8","Platanthera pallida P.M. Brown","","","",""
"PLPE","Platanthera peramoena","","","",""
"PLPR4","Platanthera praeclara Sheviak & Bowles","","","",""
"PLPS2","Platanthera psycodes","","","",""
"PLPU7","Platanthera purpurascens","","","",""
"HARE","Platanthera repens","","","",""
"AMRO","Platanthera rotundifolia","","","",""
"PLST4","Platanthera saccata","","","",""
"PLBR3","Platanthera sparsiflora","","","",""
"PLSPS","Platanthera sparsiflora","","","",""
"PLSP2","Platanthera sparsiflora","","","",""
"PLSPE","Platanthera sparsiflora","","","",""
"PLSP8","Platanthera sparsiflora Ã— tescamnis [unnamed hybrid]","","","",""
"PLST4","Platanthera stricta Lindl.","","","",""
"PLTE5","Platanthera tescamnis Sheviak & W.F. Jenn.","","","",""
"PLTIB","Platanthera tipuloides","","","",""
"PLTI","Platanthera tipuloides","","","",""
"PIELE4","Platanthera unalascensis","","","",""
"PIELE4","Platanthera unalascensis","","","",""
"PIUN3","Platanthera unalascensis","","","",""
"PIEL4","Platanthera unalascensis","","","",""
"PLYO2","Platanthera yosemitensis Colwell, Sheviak & P.E. Moore","","","",""
"PLZO","Platanthera zothecina","","","",""
"PLAN","Platanthera Ã—andrewsii","","","",""
"PLAP3","Platanthera Ã—apalachicola P.M. Br. & S.L. Stewart","","","",""
"PLCA8","Platanthera Ã—beckneri P.M. Br.","","","",""
"PLBI","Platanthera Ã—bicolor","","","",""
"PLCA8","Platanthera Ã—canbyi","","","",""
"PLCH5","Platanthera Ã—channellii J.P. Folsom","","","",""
"PLCO23","Platanthera Ã—correllii Schrenk","","","",""
"PLGR12","Platanthera Ã—enigma P.M. Br., nom. inval.","","","",""
"PLES3","Platanthera Ã—estesii Schrenk","","","",""
"PLAQ4","Platanthera Ã—evansiana P.M. Br., nom. inval.","","","",""
"PLDI4","Platanthera Ã—folsomii P.M. Br., nom. inval.","","","",""
"PLHO6","Platanthera Ã—hollandiae P.M. Catling & Brownell","","","",""
"PLSH4","Platanthera Ã—keenanii P.M. Brown, nom. inval.","","","",""
"PLSP8","Platanthera Ã—kelleyi P.M. Br., nom. inval.","","","",""
"PLLA13","Platanthera Ã—lassenii Schrenk","","","",""
"PLBI","Platanthera Ã—lueri P.M. Br.","","","",""
"PLME2","Platanthera Ã—media","","","",""
"PLOS","Platanthera Ã—osceola P.M. Br. & S.L. Stewart","","","",""
"PLRE8","Platanthera Ã—reznicekii P.M. Catling, Brownell & G. Allen","","","",""
"PLSH4","Platanthera Ã—shriveri P.M. Br.,","","","",""
"PLAQ3","Platanthera Ã—smithii P.M. Br., nom. inval.","","","",""
"PLVO","Platanthera Ã—vossii Case","","","",""
"PLATA","Platanus L.","","","",""
"PLHI","Platanus densicoma Dode","","","",""
"PLHI","Platanus hybrida Brot.","","","",""
"PLOC","Platanus occidentalis L.","","","",""
"PLOC","Platanus occidentalis L. var. glabrata","","","",""
"PLOR6","Platanus orientalis L.","","","",""
"PLHI","Platanus orientalis L. var. acerifolia Aiton","","","",""
"PLHI","Platanus pyramidalis hort. ex Dippel","","","",""
"PLRA","Platanus racemosa Nutt.","","","",""
"PLWR2","Platanus racemosa Nutt. var. wrightii","","","",""
"PLWR2","Platanus wrightii S. Watson","","","",""
"PLHI","Platanus Ã—acerifolia","","","",""
"PLHI","Platanus Ã—hispanica Mill. ex MÃ¼nchh.","","","",""
"PLATE","Plateilema","","","",""
"PLPA9","Plateilema palmeri","","","",""
"PLATI2","Platismatia W.L. Culb. & C.F. Culb.","","","",""
"PLGL60","Platismatia glauca","","","",""
"PLHE60","Platismatia herrei","","","",""
"PLLA6","Platismatia lacunosa","","","",""
"PLNO60","Platismatia norvegica","","","",""
"PLST6","Platismatia stenophylla","","","",""
"PLTU","Platismatia tuckermanii","","","",""
"PLATO","Platonia Mart.","","","",""
"PLES","Platonia esculenta","","","",""
"PLES","Platonia insignis Mart.","","","",""
"PLATY14","Platycarya Siebold & Zucc.","","","",""
"PLST9","Platycarya strobilacea Siebold & Zucc.","","","",""
"PLATY15","Platycerium Desv.","","","",""
"PLBI3","Platycerium bifurcatum","","","",""
"PLSU13","Platycerium superbum de Jonch. & Hennipman","","","",""
"PLATY6","Platycladus Spach","","","",""
"PLOR80","Platycladus orientalis","","","",""
"PLATY4","Platycodon A. DC.","","","",""
"PLGR7","Platycodon grandiflorum","","","",""
"PLGR7","Platycodon grandiflorus","","","",""
"PLATY","Platydesma H. Mann","","","",""
"PLCO6","Platydesma cornuta Hillebr.","","","",""
"PLCOC2","Platydesma cornuta Hillebr. var. cornuta","","","",""
"PLCOD","Platydesma cornuta Hillebr. var. decurrens B.C. Stone","","","",""
"PLRE4","Platydesma remyi","","","",""
"PLRO2","Platydesma rostrata Hillebr.","","","",""
"PLSP3","Platydesma spathulata","","","",""
"PLSP3","Platydesma spathulata","","","",""
"PLSP3","Platydesma spathulata","","","",""
"PLATY9","Platydictya Berk.","","","",""
"PLCO14","Platydictya confervoides","","","",""
"PLJU2","Platydictya jungermannioides","","","",""
"PLMI4","Platydictya jungermannioides","","","",""
"PLMI4","Platydictya minutissima","","","",""
"PLSU5","Platydictya subtilis","","","",""
"SICA20","Platygrapha californica","","","",""
"LEHY12","Platygrapha hypothallina Zahlbr.","","","",""
"OPRA3","Platygrapha ravenelii Tuck.","","","",""
"PLATY11","Platygraphopsis MÃ¼ll. Arg.","","","",""
"PLIN9","Platygraphopsis interrupta","","","",""
"PLATY10","Platygyrium Schimp.","","","",""
"PLFU2","Platygyrium fuscoluteum Cardot","","","",""
"PLRE5","Platygyrium orthoclados Kindb.","","","",""
"PLRE5","Platygyrium repens","","","",""
"PLRE5","Platygyrium repens","","","",""
"PLRE5","Platygyrium repens","","","",""
"PLATY12","Platyhypnidium Fleisch.","","","",""
"PLPR6","Platyhypnidium pringei","","","",""
"PLPR6","Platyhypnidium pringlei","","","",""
"PLRI4","Platyhypnidium riparioides","","","",""
"PLRI4","Platyhypnidium riparoides","","","",""
"PLATY13","Platylomella A.L. Andrews","","","",""
"PLLE3","Platylomella lescurii","","","",""
"EUAL6","Platypus altus","","","",""
"PLATY5","Platyschkuhria Rydb.","","","",""
"PLINO2","Platyschkuhria integrifolia","","","",""
"PLIN7","Platyschkuhria integrifolia","","","",""
"PLIND","Platyschkuhria integrifolia","","","",""
"PLINI","Platyschkuhria integrifolia","","","",""
"PLINO","Platyschkuhria integrifolia","","","",""
"PLINO","Platyschkuhria oblongifolia","","","",""
"PLATY3","Platystemon Benth.","","","",""
"PLCA5","Platystemon arizonicus Greene","","","",""
"PLCA5","Platystemon californicus Benth.","","","",""
"PLCA5","Platystemon californicus Benth. var. ciliatus Dunkle","","","",""
"PLCA5","Platystemon californicus Benth. var. crinitus Greene","","","",""
"PLCA5","Platystemon californicus Benth. var. horridulus","","","",""
"PLCA5","Platystemon californicus Benth. var. nutans Brandegee","","","",""
"PLCA5","Platystemon californicus Benth. var. ornithopus","","","",""
"PLCA5","Platystemon confinis Greene","","","",""
"PLCA5","Platystemon mohavensis Greene","","","",""
"PLATY8","Platystigma Benth.","","","",""
"PLLI4","Platystigma linearis Benth.","","","",""
"PLATY7","Platythelys Garay","","","",""
"ERPL4","Platythelys latifolia","","","",""
"PLQU","Platythelys querceticola","","","",""
"PLSA11","Platythelys sagraeanus","","","",""
"PLAUB","Plaubelia Brid.","","","",""
"PLSP9","Plaubelia sprengelii","","","",""
"SICO3","Pleconax conica","","","",""
"SICO4","Pleconax conoidea","","","",""
"PLECO","Plecostachys Hilliard & B.L. Burtt","","","",""
"PLSE7","Plecostachys serpyllifolia","","","",""
"PLECT3","Plectocarpon FÃ©e","","","",""
"PLLI5","Plectocarpon lichenum","","","",""
"PLNE4","Plectocarpon nephromeum","","","",""
"PLECT4","Plectrachne Henrard","","","",""
"PLBY","Plectrachne bynoei C.E. Hubb.","","","",""
"PLSC7","Plectrachne schinzii Henrard","","","",""
"PLECT2","Plectranthus L'HÃ©r.","","","",""
"PLAM2","Plectranthus amboinicus","","","",""
"PLPA3","Plectranthus australis R. Br.","","","",""
"PLBA2","Plectranthus barbatus Andrews","","","",""
"SOSC7","Plectranthus blumei","","","",""
"PLCI6","Plectranthus ciliatus E. Mey.","","","",""
"PLES2","Plectranthus esculentus N.E. Br.","","","",""
"PLVE2","Plectranthus nummularius Briq.","","","",""
"PLPA3","Plectranthus parviflorus Willd.","","","",""
"SOSC7","Plectranthus scutellarioides","","","",""
"PLVE2","Plectranthus verticillatus","","","",""
"PLECT","Plectritis","","","",""
"PLCOB","Plectritis anomala","","","",""
"PLCOB","Plectritis anomala","","","",""
"PLCOB","Plectritis aphanoptera","","","",""
"PLCOB","Plectritis brachystemon Fisch. & C.A. Mey.","","","",""
"PLCIC","Plectritis californica","","","",""
"PLCII","Plectritis californica","","","",""
"PLCII","Plectritis ciliosa","","","",""
"PLCIC","Plectritis ciliosa","","","",""
"PLCI","Plectritis ciliosa","","","",""
"PLCII","Plectritis ciliosa","","","",""
"PLCO4","Plectritis congesta","","","",""
"PLCOB","Plectritis congesta","","","",""
"PLCON","Plectritis congesta","","","",""
"PLCOC3","Plectritis congesta","","","",""
"PLCOB","Plectritis congesta","","","",""
"PLMAM2","Plectritis eichleriana","","","",""
"PLMAM2","Plectritis jepsonii","","","",""
"PLMA4","Plectritis macrocera Torr. & A. Gray","","","",""
"PLMAG","Plectritis macrocera Torr. & A. Gray ssp. grayi","","","",""
"PLMAM2","Plectritis macrocera Torr. & A. Gray ssp. macrocera","","","",""
"PLMAM2","Plectritis macrocera Torr. & A. Gray var. collina","","","",""
"PLMAG","Plectritis macrocera Torr. & A. Gray var. grayi","","","",""
"PLMAM2","Plectritis macrocera Torr. & A. Gray var. macroptera Suksd.","","","",""
"PLMAG","Plectritis macrocera Torr. & A. Gray var. mamillata","","","",""
"PLMAM2","Plectritis macroptera","","","",""
"PLCII","Plectritis macroptera","","","",""
"PLCOB","Plectritis magna","","","",""
"PLCON","Plectritis magna","","","",""
"PLCOB","Plectritis samolifolia","","","",""
"PLCOB","Plectritis samolifolia","","","",""
"PLEEA","Pleea Michx.","","","",""
"PLTE3","Pleea tenuifolia Michx.","","","",""
"PLEIA","Pleiacanthus Rydb.","","","",""
"PLSP7","Pleiacanthus spinosus","","","",""
"PLEIO","Pleioblastus Nakai","","","",""
"PLSI2","Pleioblastus simonii","","","",""
"PONU4","Pleiotaenia nuttallii","","","",""
"POTE3","Pleiotaenia nuttallii","","","",""
"PLEOC","Pleocnemia C. Presl","","","",""
"PLIR","Pleocnemia irregularis","","","",""
"PLMA6","Pleodendron macranthum","","","",""
"PLEOD","Pleodendron v. Tiegh.","","","",""
"PLEOM","Pleomele Salisb.","","","",""
"PLAU2","Pleomele aurea","","","",""
"PLAU5","Pleomele auwahiensis H. St. John","","","",""
"PLFE","Pleomele fernaldii H. St. John","","","",""
"PLFO2","Pleomele forbesii O. Deg.","","","",""
"PLHA3","Pleomele halapepe H. St. John","","","",""
"PLHA4","Pleomele hawaiiensis O. Deg. & I. Deg.","","","",""
"PLEOP","Pleopeltis Humb. & Bonpl. ex Willd.","","","",""
"PLAS2","Pleopeltis astrolepis","","","",""
"PLPOE","Pleopeltis erythrolepis","","","",""
"LETH6","Pleopeltis linearis","","","",""
"PLPOE","Pleopeltis polylepis","","","",""
"PLPO","Pleopeltis polylepis","","","",""
"PLPOP","Pleopeltis polypodioides","","","",""
"PLPO2","Pleopeltis polypodioides","","","",""
"PLPOM","Pleopeltis polypodioides","","","",""
"PLAS2","Pleopeltis revoluta","","","",""
"PLRI","Pleopeltis riograndensis","","","",""
